Ano;Veículo;Título;Autores;Número;Volume;Local;Página Inicial;Página Final
2016;NaS;Fully-configurable 4thgeneration task-force;8021345340262535;37;28;;144;226
2013;ZG;Pre-emptive next generation middleware;3227445512800622,1088342601060931,8031405438641992;30;5;;39;392
2016;HP;Multi-layered empowering help-desk;8031405438641992,1965133409445603,3144341430664049;35;22;;159;852
2015;TG;Multi-tiered tertiary productivity;6413140277984870;45;;Carlosmouth;863;986
2016;RaS;Streamlined tertiary functionalities;5954767672734150;28;;Lake Jennifer;54;253
2013;PMaH;Ameliorated demand-driven utilization;5700469223617587;26;49;;742;942
2014;G;Persevering dedicated knowledge user;2354218094325113,7532796691578058;1;19;;85;346
2015;BI;Persevering tangible knowledge user;5485081027172277;2;;Port Laurie;102;801
2016;BWaH;Cross-platform exuding application;7186917466536994,9264876264363724;29;;Jamietown;152;662
2016;P;Inverse bifurcated benchmark;4993909389282629,2680213629710193,1376910945764891;2;48;;643;706
2013;PMaH;Streamlined needs-based matrices;2143271149416300,7412604949576097,8845454042159474;19;8;;238;370
2016;BI;Extended asymmetric interface;9407289539669638,3235375320367048;29;;South Anna;282;604
2016;A;Up-sized hybrid structure;2503751282303117;20;;Riggsburgh;82;128
2014;B;Networked exuding flexibility;9264287531729077;2;;Rachelville;476;925
2015;PMaH;Profound modular Graphical User Interface;9477538211420820,2904391767971119,5239942509087044;5;16;;42;309
2013;H;Self-enabling systematic protocol;6601376839046843;22;;Adamsburgh;616;833
2014;AHaP;Down-sized tertiary core;9770465873129031,2618873884046651;1;17;;298;300
2016;FSaG;De-engineered bottom-line artificial intelligence;8748367107449062,1088342601060931;13;45;;614;752
2016;HKaT;Automated impactful project;9770465873129031,6268449287730388;27;;Margarettown;219;758
2014;HP;Innovative non-volatile help-desk;9885156202210321,2487313480315695,6337438064578677;14;34;;264;735
2016;NL;Fully-configurable 24/7 definition;6193227499902560,3227445512800622;41;;East Vanessaview;248;287
2013;BG;Streamlined intermediate flexibility;6601376839046843;12;26;;204;447
2015;JHaP;Multi-layered motivating migration;6328867226130339,6601376839046843;7;27;;352;802
2013;PMaH;Ergonomic disintermediate database;8041631349517756;50;24;;148;731
2015;J;Function-based 24/7 portal;3144341430664049,9129638715325223;7;;Lake Billyfort;473;974
2014;JI;Future-proofed system-worthy matrices;6193227499902560,4736383437295147,8936625000762564;17;;Cynthiaside;724;736
2016;AHaP;Object-based local knowledge user;8021345340262535;46;38;;262;583
2014;HKaT;Re-engineered non-volatile groupware;2629063971493209,5262528182041271,9979662463574292;11;;North Michelle;767;887
2013;T;Function-based 4thgeneration hub;5510528010958883,3235375320367048,1638745937944369;34;2;;86;761
2013;HP;Innovative directional core;7412604949576097;20;1;;66;217
2013;JHaP;Re-engineered foreground projection;9357483591910432,6413140277984870;50;47;;353;608
2014;NL;Object-based interactive knowledge user;6301301076316618,4541272142642528,2697688583917184;50;;North Steven;783;909
2015;HaS;Synchronized impactful encryption;3323705253115932,5893293071812901;9;22;;226;819
2013;Z;Multi-channeled incremental conglomeration;9407289539669638,6413140277984870;18;;Port Tammyton;178;340
2016;WRaP;Operative dynamic architecture;5327108447296812;25;;West Cheryl;80;849
2014;Z;Cross-group didactic initiative;2680213629710193,9075225650777316,2046442917813182;39;;Lake Alejandroville;329;451
2016;NaS;Diverse full-range core;2447378201037990,9129638715325223;1;29;;907;949
2014;P;Function-based secondary interface;7089503135500102,9655811696159994,7882810928845952;38;17;;231;242
2014;BWaH;Implemented multi-state system engine;9722744349841064;35;;New Taramouth;540;629
2016;A;Multi-channeled system-worthy ability;9722744349841064;17;;Lewisshire;223;539
2013;TG;Reverse-engineered 24hour functionalities;8041631349517756,5649357631317748,9606486478028672;29;;New Thomas;583;740
2015;WL;Ameliorated encompassing installation;7683234841793745,2680213629710193;32;5;;619;950
2013;BP;Expanded web-enabled productivity;2143271149416300;16;5;;24;679
2013;JI;Reduced reciprocal process improvement;4993909389282629,8936625000762564,8041631349517756;44;;Loveshire;450;847
2015;D;Visionary national productivity;6601376839046843,7412604949576097;37;35;;49;161
2014;HKaT;Vision-oriented analyzing Internet solution;7338126532305121,6328867226130339,1750367399155058;13;;East Tracey;206;344
2016;A;Organic zero tolerance help-desk;2922930725706889,6467024971475515,3722297188543195;10;;West Pedro;63;953
2014;P;Focused background focus group;8031405438641992,9770465873129031,9722744349841064;15;7;;376;873
2013;S;Compatible local groupware;4073227496418805,1965133409445603;17;;Brettbury;13;529
2015;MI;Re-contextualized foreground Internet solution;6301301076316618,7931231762362917;1;;Port Matthewtown;323;677
2016;HP;Digitized tertiary productivity;8305208133103079,5327108447296812;47;20;;601;805
2015;FI;Proactive exuding alliance;6328867226130339,7412604949576097,8031324513185618;41;34;;468;703
2016;AHaP;Secured eco-centric hub;8021345340262535,8305208133103079;12;38;;129;165
2015;HL;Grass-roots maximized flexibility;6193227499902560,5327108447296812,8748367107449062;32;21;;76;451
2014;F;Multi-layered uniform frame;9838454792036006,9611539741215920;34;;North Brianside;888;914
2016;HaS;Upgradable 5thgeneration open system;2275799333779168;41;50;;172;912
2016;T;Integrated systematic groupware;1088342601060931;24;21;;385;904
2014;BI;Phased bifurcated methodology;7882810928845952;24;;West Johnbury;839;938
2016;F;Devolved hybrid algorithm;2143271149416300,3235375320367048,8021345340262535;44;;South Glennside;231;286
2013;LI;Operative high-level array;9821346348660847,8936625000762564,7043858660461973;41;13;;15;793
2013;MP;User-friendly real-time interface;7043858660461973,6193227499902560;33;33;;128;687
2016;M;Adaptive secondary knowledgebase;9655811696159994;33;34;;173;620
2014;N;Object-based multi-tasking analyzer;9821346348660847,5649357631317748,1750367399155058;7;;Tinaburgh;149;522
2016;RL;Reduced fresh-thinking installation;4073227496418805,9722744349841064;3;;East Ross;19;654
2014;YI;Mandatory empowering alliance;2275799333779168,4993909389282629;6;39;;782;879
2013;PI;Adaptive global secured line;6891679769008337;39;49;;45;208
2014;WRaP;Sharable optimal extranet;9821346348660847,3227445512800622,2262346136725360;6;;Oconnellland;514;576
2014;S;Focused uniform migration;3998492042499790;26;;Lake Amanda;674;778
2016;T;Function-based impactful encryption;8305208133103079,2262346136725360,9129638715325223;16;5;;368;463
2016;G;Multi-tiered discrete application;5262540415992174,1750367399155058,9477538211420820;41;45;;920;940
2015;RL;Operative scalable product;1674773401625827,8533292199274586,5954767672734150;17;;Barreraberg;89;808
2014;MP;Ergonomic encompassing firmware;4073227496418805,6328867226130339;12;19;;330;658
2016;MI;Synergistic attitude-oriented algorithm;1376910945764891,4073227496418805;26;;Port Ericabury;300;385
2016;YI;Expanded 3rdgeneration website;2503751282303117,6337438064578677;19;37;;395;703
2016;B;Reverse-engineered next generation Internet solution;9606486478028672,6193227499902560,2487313480315695;33;;North Chelseafurt;723;898
2015;NaS;User-centric transitional complexity;5510528010958883;41;46;;499;647
2014;H;Exclusive incremental open system;9770465873129031,7882810928845952,7186917466536994;41;;Port Nathantown;2;472
2014;G;User-friendly scalable toolset;9722744349841064,6193227499902560;39;25;;59;859
2016;CMaR;Optimized encompassing moderator;9941630418391841;30;;South Courtney;360;638
2013;WL;Universal static concept;9264876264363724;29;47;;705;858
2016;AHaP;Universal zero tolerance benchmark;5327108447296812;5;19;;117;870
2013;JRaH;User-centric transitional website;9407289539669638;40;;Lake Melanie;792;800
2014;W;Intuitive neutral Graphic Interface;9977073232858875,6601376839046843,4744077090897343;39;;New Christophertown;588;710
2014;HaS;Multi-channeled optimal open architecture;9655811696159994,8021345340262535;30;25;;501;668
2013;FSaG;Realigned zero administration algorithm;4671743840601591,1674773401625827;7;16;;133;903
2013;NaS;User-centric hybrid flexibility;2046442917813182,9838454792036006,5954767672734150;39;12;;482;980
2014;TG;Robust multimedia access;2629063971493209,2354218094325113,8533292199274586;39;;North Kayla;578;760
2016;BG;Front-line tertiary process improvement;4736383437295147;18;38;;225;596
2014;ZG;Diverse demand-driven product;2143271149416300;35;45;;15;632
2016;AaS;Expanded reciprocal array;1750367399155058,5510528010958883;5;;Matthewview;38;942
2015;HKaT;User-centric disintermediate analyzer;1674773401625827,2262346136725360,4993909389282629;27;;New Michael;44;937
2013;TG;Optimized asynchronous initiative;6268449287730388;24;;Lake Connieland;178;567
2013;MI;Secured attitude-oriented ability;6337438064578677,2618873884046651,7089503135500102;1;;Robertfurt;6;916
2014;AHaP;Enhanced explicit groupware;7514631069021629;29;14;;576;583
2015;A;Synergized tertiary implementation;2447378201037990,9477538211420820;40;;West Jeffrey;161;650
2015;YI;Enterprise-wide attitude-oriented database;6268449287730388;7;38;;50;923
2014;S;Focused bottom-line workforce;1965133409445603,2447378201037990;31;;Arnoldside;184;245
2013;H;Optimized executive support;5244357431315552;47;;North Benjaminport;413;944
2015;BI;Cloned next generation neural-net;9143802460662726,6832903342497770,2262346136725360;25;;Charlesburgh;24;852
2013;H;Automated bifurcated protocol;2503751282303117;42;;South Taylor;549;705
2013;HP;Future-proofed maximized data-warehouse;2922930725706889,2697688583917184;40;34;;135;402
2013;J;Organized client-driven knowledgebase;9264287531729077,8936625000762564;43;;Garciaton;840;906
2014;BP;Business-focused 6thgeneration middleware;1965133409445603,5262528182041271,8748367107449062;21;8;;29;548
2016;HP;Phased full-range forecast;7931231762362917,9977073232858875;5;6;;332;953
2016;BI;Enhanced local orchestration;9821346348660847;13;;Veronicastad;233;255
2013;G;Phased user-facing collaboration;2637674440233374,3227445512800622,8533292199274586;19;39;;411;857
2016;BP;Fully-configurable fresh-thinking infrastructure;7532796691578058,4671743840601591;43;45;;194;558
2016;TG;Programmable stable framework;1376910945764891,7514631069021629;1;;Vazquezmouth;629;761
2016;D;Open-source discrete process improvement;5649357631317748,9941630418391841;27;5;;433;896
2013;BWaH;Front-line maximized knowledgebase;9606486478028672,9722744349841064,2922930725706889;45;;South Johntown;640;716
2013;BG;Progressive heuristic moderator;2629063971493209,3323705253115932,6328867226130339;47;32;;121;186
2016;AHaM;Configurable intangible throughput;5510528010958883,9477538211420820;23;27;;179;466
2013;HaS;Operative responsive support;6301301076316618;25;6;;181;805
2016;WL;Intuitive needs-based software;6268449287730388;40;31;;337;842
2016;MI;Centralized asymmetric database;9611539741215920,2354218094325113;9;;North Valerie;204;605
2013;BWaH;Exclusive zero tolerance task-force;3998492042499790,2637674440233374;23;;East Sarahchester;891;894
2015;BG;Enhanced methodical solution;7338126532305121,8293148607193232,4993909389282629;23;3;;289;826
2013;NaS;Progressive exuding data-warehouse;5649357631317748,2629063971493209,7338126532305121;20;7;;302;789
2014;WL;Cloned optimizing focus group;5510528010958883;9;44;;560;569
2016;BG;Centralized motivating emulation;9770465873129031,3227445512800622,2143271149416300;34;36;;274;599
2016;H;Robust bottom-line archive;1674773401625827;25;;East Troymouth;722;790
2013;RL;Mandatory didactic help-desk;2618873884046651,9885156202210321,6557680333178323;21;;East Michaelmouth;283;578
2015;CMaR;Business-focused local customer loyalty;5262540415992174;27;;North Wendy;583;676
2016;W;Operative clear-thinking focus group;2137128760644423,1582807585616034;26;;Grantburgh;307;873
2015;J;Fundamental coherent neural-net;6891679769008337,9770465873129031,3227445512800622;14;;Wilsonberg;173;677
2015;B;Proactive didactic strategy;1750367399155058;49;;Lorishire;49;616
2016;HBaF;Multi-tiered systemic solution;7338126532305121;18;;Port Catherine;302;571
2013;B;Innovative regional info-mediaries;1750367399155058,1376910945764891;10;;New Amy;425;925
2013;M;Total local matrix;6467024971475515,3323705253115932;12;14;;750;920
2013;RaS;Innovative incremental pricing structure;4736383437295147,4671743840601591;25;;East John;182;960
2014;Z;Horizontal web-enabled capability;5239942509087044;47;;West Laura;448;955
2013;HP;Ergonomic real-time framework;2629063971493209,9075225650777316;41;30;;640;694
2015;NaS;Integrated well-modulated knowledgebase;4744077090897343;5;13;;128;820
2014;AHaM;Reduced cohesive service-desk;8293148607193232,3323705253115932;8;32;;862;972
2016;CMaR;Fundamental mobile application;6557680333178323,9075225650777316;18;;Rubioport;65;335
2014;YI;Operative well-modulated structure;7159346387032080,1965133409445603;35;11;;43;734
2014;WL;Synchronized regional Local Area Network;4671743840601591;30;5;;2;726
2016;MP;Open-architected directional definition;9838454792036006,6601376839046843;14;50;;608;955
2013;MI;Multi-lateral non-volatile implementation;2922930725706889,1638745937944369;2;;Port Allen;505;543
2015;JRaH;Integrated optimizing open architecture;2354218094325113,5262528182041271,4478081765633457;33;;Stevensville;847;964
2015;RaS;Fundamental bifurcated support;2637674440233374;5;;North Mariah;430;523
2016;WRaP;Progressive client-driven capability;9477538211420820;25;;Mckayville;107;637
2014;ML;Synergized web-enabled projection;7159346387032080,6467024971475515;45;30;;9;701
2014;GVaR;Devolved context-sensitive hub;4478081765633457;36;42;;55;168
2013;WRaP;Switchable demand-driven architecture;7412604949576097,4671743840601591;40;;North Rachael;84;800
2016;ZG;Enhanced hybrid portal;2637674440233374;19;25;;413;992
2013;PMaH;Virtual tangible protocol;9129638715325223;18;40;;230;640
2015;AaS;Triple-buffered background portal;8936625000762564,5239942509087044,1088342601060931;50;;Port Michael;95;194
2015;NaS;Up-sized asymmetric info-mediaries;2137128760644423,2487313480315695;22;23;;961;968
2015;S;Organic background collaboration;6301301076316618;35;;Xavierland;293;390
2013;TG;Expanded dynamic Internet solution;5244357431315552,2629063971493209,8936625000762564;6;;New Edwardstad;398;618
2014;MI;Optimized web-enabled attitude;4478081765633457;38;;Jacobsmouth;31;683
2016;H;Distributed web-enabled interface;4478081765633457,5327108447296812,9143802460662726;42;;South Kelly;120;434
2016;PI;Multi-layered actuating hierarchy;5893293071812901,8748367107449062;26;40;;439;874
2016;A;Configurable grid-enabled productivity;5262540415992174,9885156202210321,2046442917813182;25;;North Martha;170;442
2015;MI;Robust maximized project;8936625000762564,5239942509087044;20;;East William;888;971
2016;J;Team-oriented mission-critical forecast;1582807585616034,8031405438641992;38;;South Yolandabury;240;637
2015;AHaM;Monitored bifurcated implementation;9885156202210321,4993909389282629;40;28;;15;615
2015;BP;Expanded explicit standardization;6268449287730388,8845454042159474;6;19;;213;830
2014;JHaP;Public-key holistic portal;6193227499902560,9264876264363724;13;48;;157;903
2016;F;Centralized mission-critical support;2354218094325113;21;;Montoyaside;430;696
2013;J;Centralized responsive array;1750367399155058;9;;East Amy;177;410
2014;HL;Ameliorated hybrid utilization;3323705253115932;28;42;;191;474
2014;MI;Virtual leadingedge conglomeration;1638745937944369,9941630418391841;32;;Lake Stevenberg;108;562
2013;HP;Managed 4thgeneration moderator;8031405438641992,7043858660461973;23;13;;170;308
2014;ML;Polarized intangible access;2904391767971119,3998492042499790;33;36;;676;893
2015;A;Self-enabling executive adapter;1376910945764891,5649357631317748;19;;East Melissa;657;939
2014;H;Profound context-sensitive projection;6413140277984870;4;;Jenniferburgh;248;250
2016;AHaP;Reduced incremental website;5244357431315552,9977073232858875;39;21;;518;870
2016;P;Cross-platform upward-trending productivity;7043858660461973;9;5;;476;516
2013;BG;Cloned systematic focus group;8845454042159474,2348327453231091,8936625000762564;10;15;;41;395
2014;JHaP;Re-engineered content-based archive;4541272142642528,8031324513185618;34;9;;182;203
2013;SI;Optional multimedia capability;9979662463574292;2;13;;55;754
2013;AHaM;Multi-channeled multi-state frame;9075225650777316;48;39;;651;954
2016;BP;Organized 4thgeneration extranet;3235375320367048;32;39;;111;970
2015;RaS;Enhanced coherent productivity;5510528010958883,4993909389282629;11;;Griffithmouth;669;925
2013;ZG;Stand-alone mission-critical hierarchy;2487313480315695,9611539741215920,5954767672734150;25;50;;859;930
2014;S;Re-engineered 3rdgeneration data-warehouse;9979662463574292,3144341430664049,9977073232858875;44;;Port Tiffanymouth;311;703
2015;A;Synergized tertiary analyzer;2637674440233374;9;;South Kristinview;91;147
2014;SI;Cross-group logistical firmware;6193227499902560,1376910945764891;3;15;;227;678
2014;SI;User-centric dedicated help-desk;5893293071812901,2137128760644423;20;18;;178;854
2015;H;Triple-buffered attitude-oriented knowledgebase;7532796691578058,2137128760644423;6;;Garciatown;557;646
2013;HKaT;Profit-focused multi-tasking help-desk;2487313480315695;31;;South Crystal;398;619
2013;WL;Organized systematic archive;1582807585616034;47;28;;6;21
2013;HaS;Future-proofed regional leverage;5485081027172277;41;44;;344;937
2015;HL;Switchable bottom-line open architecture;4993909389282629;33;45;;315;995
2013;NL;Optimized eco-centric implementation;1582807585616034,4993909389282629;46;;New Diamond;160;525
2013;BWaH;Automated fresh-thinking initiative;4073227496418805,5700469223617587,6328867226130339;50;;Vincentburgh;117;798
2014;FSaG;Networked local process improvement;8021345340262535,7532796691578058;12;15;;295;679
2013;P;Realigned scalable access;2637674440233374,5510528010958883;11;44;;144;459
2016;S;Cloned hybrid open architecture;5262528182041271;8;;Nunezstad;120;258
2013;G;Quality-focused content-based projection;6891679769008337;37;42;;456;894
2016;RaS;Face-to-face content-based Local Area Network;6268449287730388,9264287531729077;16;;Smithbury;397;832
2016;ML;Total upward-trending capability;9407289539669638,2137128760644423,3323705253115932;29;21;;904;975
2016;HL;Extended coherent Local Area Network;9606486478028672,8031405438641992;28;31;;686;761
2014;JI;Open-source background adapter;5327108447296812,3227445512800622;48;;Brownberg;154;555
2015;A;Down-sized asymmetric capability;3227445512800622;10;;Jacksonborough;152;934
2014;RL;Organic logistical firmware;7412604949576097,9722744349841064,4993909389282629;26;;South Sara;145;923
2014;JRaH;Universal web-enabled flexibility;7089503135500102;43;;Bonnietown;643;863
2013;WL;Re-contextualized value-added protocol;9979662463574292;17;1;;401;474
2016;HL;Expanded eco-centric superstructure;7532796691578058,6601376839046843;39;4;;700;750
2013;BWaH;Realigned dynamic encoding;9407289539669638,2629063971493209,6193227499902560;39;;South Jeremyhaven;177;268
2013;ZG;Focused web-enabled superstructure;2348327453231091,5485081027172277;6;7;;583;924
2016;AHaP;Synergized fresh-thinking conglomeration;7043858660461973,5327108447296812;50;13;;247;804
2016;HBaF;Universal 5thgeneration encryption;9129638715325223,2629063971493209;48;;Port Conniestad;13;974
2016;G;Business-focused foreground workforce;4478081765633457,2904391767971119,7089503135500102;1;20;;705;924
2015;CMaR;Advanced uniform contingency;9606486478028672;30;;Boydview;350;920
2016;HP;Quality-focused bi-directional parallelism;9477538211420820,9821346348660847;40;26;;655;897
2013;T;Distributed coherent portal;6328867226130339,7338126532305121;1;20;;61;238
2016;ZG;Open-architected 6thgeneration strategy;6337438064578677,9264287531729077,7159346387032080;7;9;;811;814
2016;D;Multi-lateral 6thgeneration process improvement;1135004726057093,1674773401625827;42;35;;8;202
2014;RL;Persistent impactful capacity;9977073232858875,9264876264363724,4541272142642528;3;;Walshborough;91;651
2013;WRaP;Versatile clear-thinking extranet;7089503135500102;37;;South Edward;883;921
2014;M;Triple-buffered human-resource protocol;4744077090897343,6413140277984870;11;16;;121;978
2014;AaS;Synergized mobile toolset;7338126532305121,9606486478028672,2637674440233374;38;;East Janet;289;361
2015;HP;Profound responsive system engine;2348327453231091,6337438064578677,9477538211420820;16;11;;761;829
2016;PMaH;Progressive holistic moratorium;3144341430664049;28;42;;711;967
2015;JRaH;Profound solution-oriented budgetary management;2137128760644423,2629063971493209;12;;Port Edwardborough;428;429
2013;AaS;Multi-channeled solution-oriented workforce;7412604949576097;45;;Kevinville;775;868
2015;T;Multi-layered incremental methodology;5262528182041271,9838454792036006;26;48;;464;906
2016;T;Fundamental transitional project;2143271149416300,7532796691578058;36;10;;166;561
2014;HKaT;Function-based stable encoding;2487313480315695;40;;Kennethmouth;44;314
2015;NaS;Object-based upward-trending circuit;9885156202210321,6413140277984870,7514631069021629;30;5;;600;834
2015;G;Persistent methodical extranet;4736383437295147;39;41;;67;708
2016;MI;Switchable user-facing approach;7089503135500102;34;;New Jonathan;338;400
2014;BI;Optional client-driven moratorium;1638745937944369,9655811696159994,6467024971475515;39;;Ortegamouth;9;709
2013;S;Devolved system-worthy infrastructure;8021345340262535,1638745937944369,9606486478028672;35;;New Zachary;61;978
2014;WRaP;Profit-focused secondary neural-net;2262346136725360;35;;East Williamport;317;435
2014;AHaM;Future-proofed responsive challenge;2447378201037990,8021345340262535;8;32;;35;967
2015;PMaH;Profit-focused object-oriented approach;6301301076316618,6891679769008337,1582807585616034;25;8;;573;600
2013;T;Cross-group zero administration interface;9770465873129031,3722297188543195;46;31;;333;910
2014;CMaR;Progressive foreground support;4478081765633457;15;;Obrienmouth;310;592
2016;VGaA;Upgradable heuristic forecast;2275799333779168,6413140277984870;7;47;;299;678
2014;HP;Phased client-server neural-net;7931231762362917;5;15;;499;520
2013;HP;Robust zero administration analyzer;9770465873129031,1376910945764891;36;21;;351;462
2016;YI;Grass-roots client-driven monitoring;2275799333779168,1088342601060931;36;26;;234;809
2015;PI;Centralized uniform orchestration;5954767672734150,3227445512800622,2680213629710193;33;7;;173;240
2013;GVaR;De-engineered background success;6891679769008337,2354218094325113;35;38;;22;288
2014;AaS;Reactive attitude-oriented hardware;9979662463574292;31;;New Matthewmouth;714;848
2014;MP;Virtual national emulation;5700469223617587,5893293071812901,7514631069021629;33;10;;116;763
2016;WL;Horizontal stable matrix;2262346136725360,2697688583917184;19;21;;57;957
2016;HP;Self-enabling web-enabled knowledge user;2137128760644423,9477538211420820;31;17;;926;952
2015;NL;Networked actuating access;2348327453231091,6268449287730388,8031324513185618;41;;Kimburgh;676;717
2015;PI;Upgradable scalable data-warehouse;5262528182041271,8845454042159474;6;9;;626;667
2015;JRaH;Re-contextualized static standardization;4541272142642528;49;;Monroemouth;428;749
2016;BP;Synergistic disintermediate artificial intelligence;9611539741215920,9770465873129031;23;9;;545;716
2015;AHaP;Virtual scalable projection;9264876264363724,6328867226130339;17;23;;334;849
2014;VGaA;Focused asymmetric artificial intelligence;9264287531729077,2137128760644423;48;28;;283;970
2013;D;Ameliorated actuating open architecture;6337438064578677,8031324513185618,2137128760644423;36;10;;781;905
2015;W;Managed empowering collaboration;1135004726057093,1088342601060931,2354218094325113;37;;Port Martin;54;883
2014;LI;Vision-oriented bottom-line moderator;5700469223617587,5239942509087044,2348327453231091;21;28;;105;244
2016;RL;Innovative directional throughput;2354218094325113,9770465873129031,7514631069021629;15;;Port Brianhaven;415;563
2014;W;Enhanced motivating forecast;6268449287730388,1135004726057093;25;;New Wendyton;603;755
2015;BWaH;Vision-oriented client-driven parallelism;9357483591910432,6328867226130339;22;;Port Tammie;483;558
2015;W;Quality-focused mobile secured line;6601376839046843;2;;New Stacy;296;599
2013;Z;Compatible reciprocal data-warehouse;5262540415992174,6832903342497770,9722744349841064;17;;Port Michael;407;502
2015;RaS;Automated radical Local Area Network;5893293071812901,8305208133103079;3;;East Jeffreyton;110;907
2015;NaS;Switchable contextually-based moderator;8021345340262535;2;34;;16;963
2013;T;Open-source 24hour focus group;9838454792036006,2680213629710193,5244357431315552;34;38;;28;701
2015;NL;Stand-alone real-time parallelism;4744077090897343,9885156202210321,7882810928845952;37;;Nicholasberg;494;610
2013;BG;Reverse-engineered tangible knowledge user;2922930725706889,2904391767971119;28;2;;255;312
2016;A;Multi-channeled composite system engine;6891679769008337,2447378201037990,6557680333178323;2;;Lake Mark;272;297
2013;BI;Versatile discrete architecture;7931231762362917,6328867226130339,9075225650777316;18;;West Victoriaburgh;501;862
2016;HBaF;Team-oriented stable projection;2629063971493209,2904391767971119;44;;South Christineview;760;775
2014;ZG;Cloned encompassing Graphical User Interface;8305208133103079;43;27;;70;353
2016;T;Synergistic well-modulated installation;4993909389282629,5510528010958883,9357483591910432;8;41;;37;979
2016;FI;Self-enabling zero tolerance encryption;4478081765633457,2447378201037990,5485081027172277;41;48;;242;483
2016;S;Expanded value-added matrix;9885156202210321,5649357631317748;9;;Danachester;886;926
2015;AHaP;Enhanced needs-based customer loyalty;8031324513185618;20;26;;143;452
2014;N;Balanced needs-based parallelism;2447378201037990;13;;Port Thomas;598;872
2016;TG;Implemented contextually-based interface;4736383437295147;32;;West Timothy;495;987
2015;SI;Reactive optimal throughput;7089503135500102;20;37;;112;713
2013;WL;Inverse encompassing complexity;7532796691578058;3;4;;529;654
2016;WRaP;Digitized background instruction set;9407289539669638,6832903342497770;42;;Danielleborough;11;133
2015;NL;Self-enabling user-facing encryption;4478081765633457,2680213629710193;40;;Parkston;54;318
2013;N;Persevering explicit knowledgebase;9129638715325223,7159346387032080;42;;Emilyhaven;534;599
2015;BI;Proactive upward-trending analyzer;1582807585616034,6413140277984870;19;;Savagefort;222;954
2016;RaS;Operative motivating contingency;5954767672734150,1638745937944369,9838454792036006;8;;Crystalport;67;366
2013;BI;Multi-tiered explicit hub;7159346387032080;41;;South Jeffrey;472;842
2015;AHaM;Secured attitude-oriented Local Area Network;2143271149416300,1674773401625827,4993909389282629;5;10;;123;851
2016;T;Fully-configurable 4thgeneration moratorium;6337438064578677,9655811696159994;20;14;;65;547
2014;BI;Ameliorated interactive firmware;1674773401625827;31;;Dominguezville;152;182
2015;NaS;Open-architected heuristic Internet solution;8845454042159474;9;27;;475;728
2015;RaS;Grass-roots hybrid definition;5239942509087044;44;;Josephville;326;861
2015;ML;Exclusive next generation framework;7931231762362917,2697688583917184;24;34;;714;853
2016;HP;Multi-tiered holistic extranet;8041631349517756;25;18;;624;765
2013;AHaP;Implemented multimedia functionalities;2262346136725360;29;40;;868;990
2016;NL;Re-contextualized attitude-oriented parallelism;5649357631317748,9264876264363724,5244357431315552;44;;New Karenshire;129;154
2013;BG;Enterprise-wide local algorithm;9821346348660847;22;15;;763;989
2014;LI;Universal bifurcated moratorium;7882810928845952,5239942509087044,6337438064578677;21;25;;32;777
2016;AaS;Operative actuating paradigm;6891679769008337;23;;South Tracyton;164;319
2013;PI;Public-key composite initiative;9129638715325223;8;50;;24;797
2013;HaS;Operative systematic matrices;1674773401625827;26;1;;288;400
2014;PMaH;Public-key executive open architecture;7338126532305121,7089503135500102,9264287531729077;6;41;;85;535
2013;ML;Inverse 6thgeneration archive;9407289539669638,9885156202210321;33;48;;617;863
2014;MP;Configurable object-oriented moderator;2680213629710193,2503751282303117,2143271149416300;44;46;;44;220
2015;D;Polarized solution-oriented info-mediaries;9611539741215920;11;40;;423;531
2016;BG;Mandatory hybrid implementation;1088342601060931;9;15;;158;257
2013;AaS;Re-engineered real-time leverage;4073227496418805,2143271149416300;17;;Chavezton;163;601
2015;PMaH;Polarized logistical open system;3144341430664049;17;25;;532;861
2016;RL;Advanced demand-driven info-mediaries;5244357431315552;33;;West Elizabeth;840;903
2015;A;Multi-layered methodical concept;4478081765633457;46;;Ronnieview;216;897
2013;SI;De-engineered next generation algorithm;5893293071812901;8;21;;138;845
2013;YI;Function-based upward-trending hardware;4541272142642528,7412604949576097,8936625000762564;43;11;;103;427
2013;WL;Visionary 3rdgeneration core;8021345340262535,2262346136725360;45;45;;364;980
2014;J;Devolved executive function;4736383437295147;31;;Kellymouth;812;859
2014;JI;Innovative holistic infrastructure;8031324513185618,9606486478028672,5239942509087044;21;;Jacksonburgh;364;732
2016;HP;Persevering homogeneous utilization;1750367399155058,9885156202210321;16;28;;903;978
2015;TG;Exclusive stable alliance;3227445512800622,9264876264363724;42;;Jacobhaven;864;997
2016;S;Public-key real-time implementation;4671743840601591,1965133409445603,3235375320367048;43;;Millerview;628;863
2015;HKaT;Focused radical process improvement;1376910945764891;2;;Johnburgh;388;916
2015;Z;Re-contextualized static portal;9129638715325223,6832903342497770,8041631349517756;6;;Crystalfort;125;770
2013;B;Organized intermediate architecture;5262540415992174,2348327453231091;33;;West Brianburgh;313;769
2015;J;Focused mobile firmware;7683234841793745;43;;Millertown;284;413
2016;RL;Multi-channeled multi-state monitoring;6891679769008337,7931231762362917;28;;Port Christine;758;830
2016;G;Cross-group 24hour Internet solution;7931231762362917,5244357431315552,2503751282303117;3;42;;52;852
2014;W;Decentralized motivating algorithm;5262528182041271;27;;Port Christopher;445;503
2013;GVaR;Upgradable eco-centric analyzer;8293148607193232,8533292199274586;44;21;;177;282
